genre,artist_name,track_name,popularity,danceability,duration_ms,energy,liveness,loudness,tempo,year
Classical,Samuel Barber,"Canzonetta, Op. 48 posth.",32,0.135,525160,0.069,0.155,-22.842,144.929,2004.0
Classical,Philip Glass,Song I,32,0.214,210120,0.0566,0.111,-17.22,94.865,2008.0
Classical,David Borden,Double Portrait,34,0.36,881533,0.183,0.0965,-26.769,95.414,2007.0
Classical,Ludwig van Beethoven,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": I. Grave - Allegro di molto e con brio",31,0.412,509173,0.122,0.0707,-21.924,77.241,1988.0
Classical,Johann Sebastian Bach,"Die Kunst der Fuge (The Art of Fugue), BWV 1080: Contrapunctus VII a 4 per Augmentationem et Diminutionem",33,0.422,251733,0.124,0.106,-25.609,132.422,2012.0
Classical,Gerald Garcia,3 Gymnopedies: Gymnopedie No. 3,29,0.243,134453,0.0112,0.0839,-28.582,84.809,1992.0
Classical,Tan Dun,Farewell,25,0.224,145200,0.295,0.0905,-21.627,80.439,2000.0
Classical,Ricardo Cobo,Primavera portena - Tango (arr. R. Cobo),34,0.36,362880,0.0813,0.107,-25.994,136.656,2003.0
Classical,Philip Glass,Facades,31,0.126,441200,0.0585,0.0979,-19.722,71.019,1982.0
Classical,Claude Debussy,L'enfant prodigue: Cortege et Air de danse,32,0.234,299267,0.0358,0.0707,-26.412,136.601,2010.0
Classical,Steve Vai,Erotic Nightmares,40,0.416,255427,0.912,0.195,-7.381,113.941,1990.0
Classical,Bohuslav Martinů,"Špalíček Suite No. 1, H. 214a: V. The Wedding Polka",27,0.372,161573,0.439,0.11,-13.778,131.912,2016.0
Classical,DragonForce,Silence,28,0.403,290560,0.866,0.135,-5.594,130.662,2017.0
Classical,Edward Elgar,"Pomp and Circumstance, Op. 39: No. 1 in D Major",37,0.286,374933,0.322,0.142,-15.143,121.489,2012.0
Classical,Jóhann Jóhannsson,Children of the New Dawn,34,0.605,331467,0.333,0.145,-12.627,119.973,2018.0
Classical,Leroy Anderson,The Typewriter,34,0.439,101813,0.0817,0.0775,-33.351,157.886,2008.0
Classical,Victor Hely-Hutchinson,A Carol Symphony: Andante quasi lento e contabile,30,0.134,523800,0.0322,0.0808,-26.249,94.009,2002.0
Classical,Frederick Delius,A Song before Sunrise,32,0.128,326867,0.0386,0.266,-27.443,86.161,2004.0
Classical,Julia Wolfe,Anthracite Fields: IV. Flowers,37,0.211,398493,0.3,0.0814,-13.261,123.711,2015.0
Classical,Ernest John Moeran,Cello Concerto: II. Adagio,28,0.0954,425733,0.00881,0.315,-36.496,84.653,2013.0
Classical,Joe Satriani,Cryin',41,0.357,342733,0.447,0.103,-8.601,150.943,1992.0
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, TH 12, Act I ""Terrace in Front of the Palace of Prince Siegfried"": Act I The terrace in front of the palace of Prince Siegfried: No. 4. Pas de trois: II. Andante sostenuto",35,0.14,162267,0.0166,0.121,-34.812,100.721,2013.0
Classical,Wojciech Kilar,Love Remembered,33,0.0842,250627,0.0196,0.108,-32.994,170.187,1992.0
Classical,Trans-Siberian Orchestra,First Snow (Instrumental) - Remastered,26,0.544,232640,0.566,0.106,-10.891,130.836,2016.0
Classical,Antonio Vivaldi,"The 4 Seasons: Violin Concerto In F Minor, Op. 8, No. 4, RV 297, ""L'inverno"" (Winter): II. Largo",38,0.225,140133,0.0667,0.189,-26.712,63.9,1995.0
Classical,Nikolai Rimsky-Korsakov,"Scheherezade, Op. 35: II. The Story of the Kalendar Prince",34,0.226,783840,0.131,0.334,-19.813,73.035,2014.0
Classical,Savatage,Christmas Eve (Sarajevo 12/24),33,0.198,204307,0.632,0.119,-6.434,186.576,1995.0
Classical,Franz Schubert,"Schubert: String Quintet in C Major, D. 956: II. Adagio",35,0.177,913336,0.0771,0.106,-14.749,144.234,2016.0
Classical,Camille Saint-Saëns,"Symphony No. 3 in C Minor, Op. 78, R. 176 ""Organ Symphony"": Ia. Adagio - Allegro moderato -",28,0.215,617880,0.0682,0.0765,-27.157,113.762,2015.0
Classical,Shinichi Suzuki,Allegro in A Major,31,0.676,36280,0.169,0.0734,-11.144,136.164,2010.0
Classical,Dave Brubeck,Waltz Limp - previously unreleased,33,0.538,297480,0.484,0.91,-17.204,112.496,1959.0
Classical,Pyotr Ilyich Tchaikovsky,"Marche slave, Op. 31, TH 45",31,0.344,572360,0.449,0.0977,-13.955,108.559,1958.0
Classical,Arnold Bax,Tintagel,32,0.0688,880227,0.12,0.0957,-19.178,74.043,2003.0
Classical,Camille Saint-Saëns,"Piano Quintet in A Minor, Op. 14: II. Andante sostenuto",32,0.166,366200,0.0127,0.091,-29.865,72.154,2013.0
Classical,Johannes Brahms,"Quintet for Clarinet and Strings, Op. 115 in B Minor: Andantino",25,0.271,291027,0.104,0.176,-20.409,96.576,1995.0
Classical,Gustav Mahler,"Symphony No. 4 in G Major: IV. Sehr behaglich - ""Wir geniessen die himmlischen Freuden""",29,0.282,616933,0.0416,0.0722,-27.393,107.938,1966.0
Classical,Wolfgang Amadeus Mozart,"Piano Sonata No. 17 in B-Flat Major, K. 570: I. Allegro",32,0.338,373400,0.0874,0.0873,-24.402,146.51,2019.0
Classical,Antonio Vivaldi,"Violin Concerto in D Major, RV 230: I. Allegro",37,0.514,143293,0.329,0.332,-20.832,93.438,1991.0
Classical,Johannes Brahms,"Academic Festival Overture, Op. 80",31,0.255,616613,0.105,0.112,-17.619,145.69,2012.0
Classical,Pyotr Ilyich Tchaikovsky,"Symphony No. 5 in E Minor, Op. 64: II. Andante cantabile, con alcuna licenza",33,0.0902,748373,0.065,0.0925,-19.963,74.297,1984.0
Classical,Guillaume Dufay,Missa L'homme arme: Kyrie,30,0.21,296867,0.111,0.0919,-21.968,58.424,1995.0
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, TH 12, Act I ""Terrace in Front of the Palace of Prince Siegfried"": Act I The terrace in front of the palace of Prince Siegfried: No. 4. Pas de trois: IV. Moderato",34,0.433,67667,0.108,0.544,-19.49,74.144,2013.0
Classical,Felix Mendelssohn,"Piano Concerto No. 1 in G minor, Op. 25: II. Andante",32,0.223,397800,0.0217,0.0728,-29.582,93.019,1993.0
Classical,John Corigliano,"I. Cremona, The Red Violin",32,0.26,93533,0.0746,0.473,-21.479,92.817,1998.0
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, TH 12, Act I ""Terrace in Front of the Palace of Prince Siegfried"": Act I The terrace in front of the palace of Prince Siegfried: No. 4. Pas de trois: V. Allegro",34,0.537,77867,0.0354,0.278,-28.478,109.619,2013.0
Classical,Ludwig van Beethoven,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": III. Lustiges Zusammensein der Landleute. Allegro",27,0.345,341333,0.125,0.228,-17.907,137.03,1958.0
Classical,Wojciech Kilar,Dracula- The Beginning,33,0.218,400867,0.104,0.0688,-22.809,114.592,1992.0
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act III No. 21: Act III In the Castle of Prince Siegfried: A Ball at the Castle: No. 21. Spanish Dance: Allegro non troppo (Tempo di bolero)",30,0.459,149467,0.0996,0.144,-25.057,127.58,2013.0
Classical,Leonard Bernstein,Overture to Candide,26,0.241,250040,0.516,0.356,-14.073,81.989,1961.0
Classical,André Previn,Ascot Gavotte - Voice,29,0.639,186067,0.096,0.541,-19.257,120.815,1964.0
Classical,Savatage,Edge of Thorns,33,0.312,355893,0.675,0.249,-10.077,93.153,1993.0
Classical,Antonio Vivaldi,"The Four Seasons - Summer in G Minor, RV. 315: I. Allegro non molto – Allegro",36,0.277,322493,0.18,0.0761,-18.456,147.353,2015.0
Classical,Camille Saint-Saëns,"Symphony No. 3 in C Minor, Op. 78, R. 176 ""Organ Symphony"": IIa. Allegro moderato - Presto -",28,0.299,443973,0.11,0.0784,-26.061,126.901,2015.0
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act II No. 13, Danses des cygnes: Act II By a Lake: No. 13. Dances of the swans: I. Tempo di valse",34,0.223,142467,0.0332,0.0886,-28.02,94.016,2013.0
Classical,Pyotr Ilyich Tchaikovsky,"String Quartet No. 1 in D Major, Op. 11: II. Andante cantabile",34,0.176,454600,0.0115,0.157,-32.543,118.336,2007.0
Classical,André Previn,The Embassy Waltz - Instrumental,29,0.274,127067,0.218,0.408,-15.757,86.261,1964.0
Classical,Wolfgang Amadeus Mozart,"Piano Sonata No. 17 in B-Flat Major, K. 570: II. Adagio",31,0.413,523400,0.0196,0.155,-30.438,92.035,2019.0
Classical,Leroy Anderson,Sleigh Ride - Instrumental,33,0.564,172240,0.312,0.106,-17.257,115.237,1963.0
Classical,Trans-Siberian Orchestra,Good King Joy - Remastered,28,0.365,395587,0.457,0.104,-10.48,141.353,2016.0
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act II No. 14: Act II By a Lake: No. 14. Scene: Moderato",34,0.205,162333,0.125,0.145,-20.313,83.559,2013.0
Classical,Gustavo Santaolalla,The Last of Us (Astray),34,0.208,208827,0.0159,0.122,-33.685,111.991,2014.0
Classical,Aaron Copland,Appalachian Spring: IV. Quite Fast,25,0.374,214293,0.27,0.242,-15.228,126.543,1960.0
Classical,Johannes Brahms,"Ein deutsches Requiem (A German Requiem), Op. 45: IV. Wie lieblich sind deine Wohnungen",32,0.21,311427,0.113,0.114,-20.944,124.336,2012.0
Classical,Buckethead,Siege Engine,34,0.478,491950,0.904,0.19,-5.837,101.005,2009.0
Classical,Wolfgang Amadeus Mozart,"Sonata for 2 Pianos in D Major, K.448/375a: III. Allegro molto",29,0.366,376267,0.0603,0.0681,-28.625,135.658,1985.0
Classical,Buckethead,Final Wars,33,0.441,248573,0.715,0.136,-6.596,74.967,2009.0
Classical,Sergei Prokofiev,"Romeo and Juliet, Op. 64 (Excerpts): Act IV, Epilogue, No. 52: Death of Juliet",24,0.0696,218000,0.0747,0.325,-23.086,75.282,1988.0
Classical,Aaron Copland,"3 Latin American Sketches: No. 2, Paisaje Mexicano",27,0.0718,203893,0.00848,0.159,-34.952,72.313,2017.0
Classical,George Frideric Handel,"Concerto grosso in B-Flat Major, Op. 6 No. 7, HWV 325: I. Largo",37,0.15,71093,0.113,0.101,-21.488,78.04,1994.0
Classical,Ludwig van Beethoven,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": III. Rondo: Allegro",31,0.334,270827,0.0644,0.106,-24.566,99.889,1988.0
Classical,DragonForce,Fallen World,28,0.502,248000,0.983,0.321,-3.364,110.023,2012.0
Classical,Andrew York,Andecy,31,0.261,247533,0.116,0.106,-22.485,151.667,2000.0
Classical,DragonForce,Our Final Stand,27,0.169,304187,0.991,0.302,-4.103,161.934,2017.0
Classical,Jóhann Jóhannsson,Death and Ashes,33,0.0869,278880,0.343,0.1,-16.71,81.356,2018.0
Classical,DragonForce,War!,27,0.474,319333,0.983,0.0813,-4.166,97.47,2017.0
Classical,Philip Glass,Glassworks: III. Islands,30,0.125,460360,0.0885,0.0837,-21.045,96.102,1982.0
Classical,Jóhann Jóhannsson,Starling,33,0.213,135067,0.00744,0.109,-30.909,91.671,2018.0
Classical,Andrew York,Muir Woods,28,0.366,287867,0.0552,0.104,-24.89,92.818,2000.0
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20a, TH 219: Russian Dance",32,0.358,269787,0.044,0.0358,-23.61,84.291,1998.0
Classical,Gabriel Fauré,"Madrigal, Op. 35",34,0.0985,201760,0.0496,0.0861,-29.834,81.846,2005.0
Classical,John Luther Adams,In The White Silence: Letter B,28,0.172,223547,0.144,0.147,-20.376,59.428,2003.0
Classical,Trans-Siberian Orchestra,Toccata - Carpimus Noctem,26,0.195,241987,0.757,0.359,-6.197,98.052,2009.0
Classical,Lost Horizon,Highlander (The One),40,0.223,716347,0.885,0.243,-3.687,101.795,2002.0
Classical,Wolfgang Amadeus Mozart,"Piano Sonata No. 17 in B-Flat Major, K. 570: III. Allegretto",31,0.464,192800,0.118,0.0931,-24.641,158.408,2019.0
Classical,Jenő Jandó,"Piano Sonata No. 2 In F Major, K. 280: II. Adagio",28,0.424,486987,0.00675,0.12,-28.792,101.071,1992.0
Classical,Dave Brubeck,Koto Song - previously unreleased,32,0.642,360373,0.0995,0.7,-24.26,117.172,1959.0
Classical,Igor Stravinsky,"The Rite of Spring, Part 1: II. The Augurs of Spring - Dances of the Young Girls",26,0.505,182867,0.255,0.657,-22.251,114.744,2017.0
Classical,Henry Purcell,"Dido and Aeneas, Z. 626: When I am laid in earth, ""Dido's Lament"" (arr. L. Stokowski)",33,0.0667,263253,0.0287,0.179,-27.475,73.283,2006.0
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act II No. 13, Danses des cygnes: Act II By a Lake: No. 13. Dances of the swans: II. Moderato assai",34,0.174,126560,0.014,0.573,-26.85,88.32,2013.0
Classical,Marjan Mozetich,"Violin Concerto ""Affairs of the Heart""",33,0.267,1383400,0.0878,0.112,-23.382,122.122,2015.0
Classical,Trans-Siberian Orchestra,What Child Is This? - Remastered,27,0.388,356960,0.583,0.107,-6.798,144.687,2016.0
Classical,Dave Brubeck,You Go to My Head,32,0.666,576693,0.151,0.717,-20.383,116.341,1959.0
Classical,André Previn,Get Me To The Church On Time - Voice,28,0.596,356627,0.268,0.385,-13.184,117.383,1964.0
Classical,William Walton,Symphony No. 1: III. Andante con malinconia,27,0.099,662000,0.0385,0.0933,-25.469,89.374,2014.0
Classical,Pyotr Ilyich Tchaikovsky,"Romeo and Juliet Fantasy Overture, TH 42",31,0.0896,1163160,0.12,0.113,-18.803,68.138,1958.0
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act I No. 6: Act I The terrace in front of the palace of Prince Siegfried: No. 6. Pas d'action",34,0.208,124600,0.0275,0.446,-26.814,115.458,2013.0
Classical,Buckethead,Coma,34,0.432,338640,0.81,0.0878,-5.934,152.159,2005.0
Classical,Gustavo Santaolalla,All Gone (Reunion),33,0.501,108227,0.00135,0.0851,-30.02,69.966,2014.0
Classical,Dragony,Angels on Neon Wings,42,0.557,320000,0.818,0.103,-8.21,95.001,2018.0
Classical,Wolfgang Amadeus Mozart,"Piano Sonata No. 2 in F Major, K. 280: I. Allegro assai",31,0.322,406400,0.105,0.106,-23.659,105.133,2019.0
Classical,Dmitri Shostakovich,"24 Preludes and Fugues, Op. 87: Fugue No. 7 in A Major ""Allegretto""",28,0.105,158360,0.0767,0.0614,-28.747,83.111,2017.0
Classical,Leonard Bernstein,West Side Story (Original Broadway Cast): Act I: Something's Coming,26,0.365,156627,0.158,0.117,-19.268,92.707,1957.0
Classical,DragonForce,Symphony of the Night,27,0.159,319987,0.943,0.409,-4.088,177.012,2014.0
Classical,Philip Glass,Orphée Suite - 6. Orphee's Return,31,0.395,471840,0.0997,0.0877,-23.579,127.275,2003.0
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act I No. 5, Pas de deux: Act I The terrace in front of the palace of Prince Siegfried: No. 5. Pas de deux: III. Tempo di valse",33,0.309,84133,0.029,0.335,-27.547,102.45,2013.0
Classical,Guillaume Dufay,Chansons (arr. for voice and chamber ensemble): Vergene bella,29,0.167,260067,0.065,0.0934,-20.153,171.26,1996.0
Classical,Johannes Brahms,"Waltz in A-Flat Major, Op. 39 No. 15",26,0.489,118467,0.0425,0.116,-23.416,82.245,1992.0
Classical,Hildegard von Bingen,O Euchari in leta via,33,0.219,537120,0.0122,0.0593,-32.101,100.464,1995.0
Classical,Luigi Boccherini,"String Quintet in E Major, G. 275: III. Minuetto (arr. for violin and piano)",30,0.565,210147,0.117,0.138,-16.613,101.936,2010.0
Classical,Ola Gjeilo,"The Ground, ""Pleni sunt caeli et terra gloria tua",28,0.103,222507,0.0735,0.124,-23.18,79.726,2012.0
Classical,Ludwig van Beethoven,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": II. Allegretto",30,0.433,124240,0.0229,0.108,-27.124,72.277,1988.0
Classical,Jean Sibelius,"Pelleas and Melisande Suite, Op. 46, JS 147: Act V Scene 2: Prelude: Andante",31,0.155,444547,0.00976,0.0589,-29.809,61.581,2015.0
Classical,Franz Schubert,"Violin Sonata (Sonatina) in A Minor, Op. 137, No. 2, D. 385: II. Andante",26,0.283,449026,0.0248,0.0819,-25.453,114.586,2009.0
Classical,Trans-Siberian Orchestra,The Mountain,25,0.217,293653,0.827,0.101,-5.544,114.87,2009.0
Classical,Aaron Copland,Symphony No. 3: II. Allegro molto,25,0.37,515813,0.117,0.162,-16.702,76.058,2017.0
Classical,Erik Satie,Gymnopédie No. 1 (Arr. for Harp),36,0.598,216667,0.00536,0.101,-33.773,73.51,2015.0
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act II No. 11: Act II By a Lake: No. 11. Scene",33,0.183,309333,0.0995,0.32,-22.498,75.395,2013.0
Classical,Samuel Barber,Commando March,24,0.405,215373,0.376,0.665,-18.852,142.006,2014.0
Classical,Dave Brubeck,Out Of Nowhere,32,0.489,419093,0.419,0.979,-14.44,107.948,2001.0
Classical,Jóhann Jóhannsson,Horns of Abraxas,32,0.188,91013,0.222,0.111,-21.002,77.866,2018.0
Classical,Claudio Monteverdi,"Lamento della ninfa, SV 163: Amor, amor",39,0.231,264067,0.107,0.0683,-19.28,95.169,2016.0
Classical,Charles Daellenbach,"Little Fugue in G minor, BWV 578",27,0.266,213187,0.187,0.111,-18.948,164.434,2008.0
Classical,Howard Shore,The Thief,33,0.253,260853,0.109,0.0721,-21.238,113.484,2011.0
Classical,Johann Sebastian Bach,"Ding Dong! Merrily on High - Herz und Mund und Tat und Leben, BWV 147: Jesu, bleibet meine Freude (arr. C.M. Taylor for piano)",30,0.381,272910,0.0156,0.12,-25.499,124.711,2011.0
Classical,Florence Beatrice Price,Symphony No. 4 in D Minor: II. Andante cantabile,28,0.112,340440,0.0137,0.157,-32.849,92.65,2019.0
Classical,Liquid Tension Experiment,Biaxident,38,0.485,461000,0.869,0.105,-4.774,91.002,1999.0
Classical,Franz Liszt,"Annees De Pelerinage, 2nd Year, Italy Supplement, S162/R10: Venezia E Napoli : I. Gondoliera (Gondolier's Song)",32,0.246,258600,0.0556,0.105,-29.676,80.515,1992.0
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act II No. 13, Danses des cygnes: Act II By a Lake: No. 13. Dances of the swans: V. Andante - Allegro",33,0.192,422133,0.00681,0.0681,-37.783,79.046,2013.0
Classical,Tan Dun,Silk Road,23,0.161,186293,0.0248,0.0892,-30.938,108.638,2000.0
Classical,Erik Satie,Gnossienne No. 4: 4ieme Gnossienne. Lent,33,0.185,175827,0.00785,0.0753,-28.045,75.67,1990.0
Classical,Leonard Bernstein,Slava!,26,0.547,208560,0.29,0.261,-16.5,146.37,2012.0
Classical,Ludwig van Beethoven,"Piano Sonata No. 10 in G Major, Op. 14, No. 2: I. Allegro",28,0.31,414467,0.117,0.111,-24.749,82.18,2011.0
Classical,Buckethead,The Redeem Team,32,0.414,301150,0.815,0.115,-7.783,173.991,2009.0
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act III No. 19b, Pas de deux: Act III In the Castle of Prince Siegfried: A Ball at the Castle: Pas de deux: III. Variation II: Allegro moderato",29,0.455,58333,0.101,0.324,-32.381,108.548,2013.0
Classical,Leonard Bernstein,West Side Story (Original Broadway Cast): Act I: Tonight,26,0.252,232933,0.12,0.216,-19.058,137.429,1957.0
Classical,Sergei Rachmaninoff,"Piano Concerto No. 3 in D Minor, Op. 30: III. Finale: Allegro",34,0.337,709560,0.313,0.0662,-16.39,104.793,1966.0
Classical,Trans-Siberian Orchestra,Requiem - The Fifth,27,0.354,178893,0.65,0.139,-8.131,150.38,2000.0
Classical,Paul Hindemith,Symphonic Metamorphosis After Themes by Carl Maria von Weber: III. Andantino,27,0.123,241053,0.0484,0.106,-30.096,89.733,2018.0
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act II No. 12: Act II By a Lake: No. 12. Scene: Allegro",33,0.412,219400,0.0652,0.12,-21.929,117.922,2013.0
Classical,Al Di Meola,Race With Devil On Spanish Highway,30,0.316,378267,0.772,0.238,-11.605,88.648,1977.0
Classical,Howard Hanson,"Symphony No. 2, Op. 30, ""Romantic"": I. Adagio - Allegro moderato",25,0.139,816427,0.0565,0.11,-22.987,76.333,2011.0
Classical,Franz Schubert,"Wandrers Nachtlied II, Op. 96 No. 3, D. 768 (Arr. X. van Dijk for String Quartet)",26,0.207,129867,0.00618,0.0728,-34.329,67.909,2018.0
Classical,James Whitbourn,Luminosity: I. Lux in tenebris,29,0.158,415547,0.072,0.124,-19.82,137.881,2010.0
Classical,Howard Hanson,Dies natalis I: Finale: Poco a poco ritardando al tempo giusto,26,0.064,268720,0.199,0.116,-18.429,67.586,2011.0
Classical,Arnold Bax,"4 Pieces for Piano: No. 3, Idyll",28,0.419,255800,0.0144,0.0737,-32.199,73.795,2019.0
Classical,Aaron Copland,Appalachian Spring: V. Subito allegro,24,0.321,223840,0.274,0.0728,-15.28,92.289,1960.0
Classical,César Franck,"Prélude, choral et fugue, M. 21: I. Prelude",31,0.182,277600,0.0159,0.0757,-29.165,62.746,1991.0
Classical,Antonín Dvořák,"Symphony No. 8 in G Major, Op. 88, B. 163: I. Allegro con brio",26,0.236,604400,0.153,0.0951,-17.816,140.811,2014.0
Classical,John Corigliano,"III. Oxford, The Gypsies - Journey Across Europe",32,0.508,125667,0.0903,0.257,-19.856,120.98,1998.0
Classical,Trans-Siberian Orchestra,Christmas Dreams - Remastered,27,0.468,234293,0.591,0.0975,-5.453,123.075,2016.0
Classical,Dave Brubeck,Pennies From Heaven - previously unreleased,31,0.625,289853,0.483,0.795,-16.063,128.06,1959.0
Classical,Leopold Koželuch,"Symphony in G Major, Op. 24 No. 3, P. I:8: IV. Presto con fuoco",29,0.379,276560,0.221,0.0904,-17.296,108.663,2018.0
Classical,Trans-Siberian Orchestra,Siberian Sleigh Ride - Instrumental,24,0.323,188467,0.876,0.0807,-4.23,166.045,2004.0
Classical,Antonio Vivaldi,"The Four Seasons - Autumn in F Major, RV. 293: I. Allegro – Larghetto – Allegro assai/molto",35,0.335,336067,0.151,0.195,-17.639,85.136,2015.0
Classical,Battle Beast,Resurrection By Erection,28,0.435,227453,0.974,0.341,-4.248,159.949,2018.0
Classical,Howard Hanson,"Symphony No. 2, Op. 30, ""Romantic"": III. Allegro con brio",25,0.204,429320,0.176,0.119,-19.001,100.085,2011.0
Classical,Claude Debussy,"Petite suite, L. 65 (Arr. H. Busser for Orchestra): I. En bateau",32,0.145,251920,0.0238,0.116,-29.862,81.076,2007.0
Classical,Ludwig van Beethoven,"Violin Sonata No. 9 in A Minor, Op, 47, “Kreutzer”: I. Adagio sostenuto – Presto",29,0.373,840387,0.244,0.0569,-14.111,143.692,2016.0
Classical,Ludwig van Beethoven,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",29,0.24,576067,0.103,0.0763,-23.251,174.645,1988.0
Classical,Dietrich Buxtehude,"Fugue in C Major, BuxWV 174",29,0.333,181446,0.223,0.0955,-18.798,115.751,2015.0
Classical,Antonín Dvořák,"Symphony No. 8 in G Major, Op. 88, B. 163: III. Allegretto grazioso - Molto vivace",27,0.141,362853,0.0788,0.338,-24.587,82.041,2014.0
Classical,Aaron Copland,Appalachian Spring: III. Moderato,24,0.0766,231640,0.0289,0.184,-24.189,177.179,1960.0
Classical,Aaron Copland,4 Dance Episodes from Rodeo: III. Saturday Night Waltz,23,0.131,249173,0.115,0.141,-18.809,73.42,1960.0
Classical,Fernando Sor,"Voyons si c'est ca - 6 Pieces, Op. 45: No. 5. Andante",31,0.369,178013,0.0519,0.104,-28.537,133.746,1998.0
Classical,Greg Howe,Tempest Pulse,37,0.674,320800,0.883,0.133,-5.844,113.04,2017.0
Classical,Philip Glass,Floe,31,0.421,359507,0.531,0.315,-13.432,99.544,1982.0
Classical,Tan Dun,Hero: Overture,29,0.237,262093,0.353,0.181,-18.144,120.175,2002.0
Classical,Carl Stamitz,"Symphony in E Minor, Op. 15, No. 2: II. Andante",31,0.231,262347,0.0103,0.126,-31.755,93.441,2011.0
Classical,Wolfgang Amadeus Mozart,"Violin Concerto No. 4 in D Major, K. 218: II. Andante cantabile",32,0.245,461653,0.0481,0.108,-25.418,102.08,2014.0
Classical,Anton Bruckner,"Aequali No. 1, WAB 114",31,0.162,101853,0.00233,0.0565,-31.81,69.154,2015.0
Classical,Wolfgang Amadeus Mozart,"Piano Sonata No. 2 in F Major, K. 280: III. Presto",30,0.364,266400,0.109,0.094,-23.766,93.088,2019.0
Classical,André Previn,The Flowermarket* - Instrumental,27,0.217,103933,0.261,0.714,-19.097,117.846,1964.0
Classical,Antonio Vivaldi,"The Four Seasons - Winter in F Minor, RV. 297: III. Allegro – Lento – Allegro",34,0.402,210880,0.167,0.115,-18.549,94.714,2015.0
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act I No. 7: Act I The terrace in front of the palace of Prince Siegfried: No. 7. Sujet",33,0.133,48067,0.00241,0.097,-38.796,88.135,2013.0
Classical,Joe Satriani,The Extremist,38,0.44,223627,0.912,0.0938,-5.965,94.639,1992.0
Classical,Steve Vai,The Audience Is Listening,36,0.352,329973,0.895,0.211,-8.516,133.107,1990.0
Classical,Toru Takemitsu,A Way a Lone,24,0.132,703093,0.0558,0.0969,-27.304,77.867,2012.0
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act III No. 19a, Pas de six: Act III In the Castle of Prince Siegfried: A Ball at the Castle: No. 19. Pas de six: V. Variation IV: Allegro",28,0.576,57000,0.297,0.193,-19.101,72.084,2013.0
Classical,Jóhann Jóhannsson,Black Skulls,32,0.125,165960,0.46,0.0666,-12.369,88.506,2018.0
Classical,DragonForce,Give Me The Night,27,0.38,268227,0.987,0.32,-3.642,180.022,2012.0
Classical,Johannes Brahms,"7 Fantasies, Op. 116: No. 4. Intermezzo in E Major",26,0.333,288894,0.00621,0.129,-35.318,71.135,2017.0
Classical,Trans-Siberian Orchestra,Queen of the Winter Night,23,0.686,191587,0.664,0.197,-6.03,135.51,2004.0
Classical,Leonard Bernstein,West Side Story (Original Broadway Cast): Act I: America,27,0.473,272493,0.397,0.527,-15.271,162.058,1957.0
Classical,Ludwig van Beethoven,"Piano Sonata No. 31 in A-Flat Major, Op. 110: III. Adagio ma non troppo -",25,0.44,218160,0.00293,0.0953,-32.537,110.825,2012.0
Classical,Paul Dukas,L'apprenti sorcier (The Sorcerer's Apprentice),31,0.382,694080,0.349,0.0657,-16.071,116.243,1990.0
Classical,Jóhann Jóhannsson,Sand,31,0.0834,122533,0.155,0.121,-12.438,85.335,2018.0
Classical,Philip Glass,Organic,30,0.182,297413,0.0229,0.101,-30.171,80.253,2009.0
Classical,Antonín Dvořák,"Symphony No. 2 in B-Flat Major, Op. 4, B. 12: II. Poco adagio",32,0.0768,783360,0.0779,0.108,-25.68,80.145,1989.0
Classical,Tan Dun,Yearning of the Sword,23,0.065,209307,0.0218,0.102,-29.65,61.11,2000.0
Classical,Trans-Siberian Orchestra,Faith Noel,24,0.19,272320,0.622,0.235,-3.663,110.152,2004.0
Classical,André Previn,Overture - Instrumental,27,0.263,204933,0.304,0.0966,-13.048,84.607,1964.0
Classical,Nikolai Rimsky-Korsakov,"Scheherazade, Op. 35: III. The Young Prince and the Young Princess",33,0.139,660240,0.0676,0.0399,-25.826,87.282,1989.0
